Id,Session,Meeting,Speaker,Text,Cluster
S1M424,1,4,Cuba,"Thank you, Mr. President. I apologize for the interruption, but I have a point of criticism. I think that the work in the field of the General Assembly's Fundamental System makes us too busy in our interactions and we stay in the subject of discussion. And the issue of accusations and the lack of information about the spaces does not concern the discussions that are taking place here. And then I ask you... to address this issue. and the Russian Union, please. Can you close your doors? No, we didn't hear the translation. Is there a problem with the translation? We are using the right to respond to the project in light of the dangerous accusations that were made by one of the refugees. The reason why we started military operations in Ukraine is that since 2014, the regime in Kiev has been attacking peaceful citizens in Donbass. Those who did not accept the military coup. that there is a constant struggle for the attention of the Nazi forces in the Ukrainian government. And also the killing of peaceful citizens in the south-east. Mr. President, I object. This is a matter that is beyond my right to respond. This is a matter that is beyond my mission of this meeting. I am grateful to you for stopping my entry into Russia. I ask you, ladies, to close your meeting and remind you that the practice of the response must be in the end. The word is still there and the word is still in use. Mr. President, there was no other request for the speech. We have decided to use the right to respond after your permission. I have finished my statement. I would like to urge everyone to remove the political line from the intervention or the non-political intervention. I understand that the WFOD has instructions and I cannot... I'm forced to follow what the WFOD says, but I try to encourage the WFOD to move to the rules. We would like to ask you to focus on the topic we are discussing today. This is my invitation to all the speakers. If we start talking about this crisis and wasting our precious time, we will not be able to make any progress today. We are trying our best until this moment. So we are calling for corruption. This is my best advice for the deaf. I understand that there are certain instructions that the deaf receive, but let's try to... We will do our best to do so in a limited way. and we do not take advantage of the time we need to implement the ambitious task that the General Assembly has entrusted us with. Maybe it's a mistake to conclude what we've done now, despite the recent interference. We will continue our work tomorrow. We will conclude our work today. Tomorrow we will start at 10 a.m. with the unofficial episode about the third topic, the protection of civilians and civil goals. There is an additional request for the word. from Pakistan. Thank you for listening to the series. I do not want to keep you waiting. I have some ideas about the previous discussions about the morning discussion episode. After the ideas that some colleagues in the hall said, I have some remarks on behalf of my country which may be useful to our discussions. After your permission, I would like to proceed with that. Go ahead. We have had a very interesting discussion and we have also had a very good conversation and we have talked about the first two things, the behavior and the second, the abilities. And again, we have heard about these The second observation is that some behaviors are connected to some abilities or types of abilities and ideas. Any abilities that are developed and spread or may be used. The third observation is that some behaviors have been developed and spread. will be a result of responding, responding or calling in some way or another with some capabilities. You are giving us these three observations, to which there is a logical question. Is developing, spreading, and threatening using some abilities to form an irresponsible behavior? And I believe that this question needs... to a direct answer. The idea of capabilities cannot be denied, regardless of how they are approached when we talk about security issues in the foreign region. And then these issues are also discussed and left to us as part of our work, while we try to... How can we understand the general attitude and our relationship with security in the foreign space, and then the issue of preventing the arms race or the arms race in the foreign space? Thank you, Mr. President. I thank the representative of Pakistan Al Muqar for his intervention and for pointing out the issue that is being discussed on the website today. Are there any questions? President, I think that the resources and the Samina. And unfortunately, I think that we have not... I would like to speak to the United Kingdom's foreign minister. and from the legal point of view. So the problem is that and we will continue to speak about the responsible and non-responsible behavior of countries. In my opinion, there is a and in Canada. the the court. and The issue is that for many years, the law has been established. This is the state law. or it is not necessary to define the mistakes or the damages. We must define the international standard that is connected to the issue. I agree with the United Kingdom in what it is related to. and to or I see it possible for this team to suggest the solution. And I apologize for repeating myself again, but I think the discussion is in effect. will be useful to use the remaining time, as you have advised us, as a right.",2
S1M426,1,4,Australia,"The Australian Thank you, dear President. I will speak about Ukraine to ensure that the countries present in our conference today will have the opportunity to participate in our work in order to continue the discussion in a constructive way. I would like to share my thoughts on this. A very important issue, which is represented by the Argentinians. I refer to the fixes that we use in our discussions. The data we heard about include different terms, dangers, threats, choices, and so on. We should be clear about what we are talking about. We believe that there are two types of dangers and dangers that differ from the warnings. The dangers and dangers in outer space come... of space activities that countries do and in accordance with space legislation. Space the existence of space objects in circles We also witnessed cases of separation of the satellites from the satellites in an unusual way, in addition to space satellites due to the case of launch of the space rocket. All of this comes from space activities, and there are dangers that are connected to the nature of space, considering it a specific field for human activity, and from that threats of radiation and radiation. weather, weather changes, etc. All of this affects the capacity of outer space. All of these issues are discussed by the committee of the use of the name of outer space, KOPOS VIVIANA. We must clearly distinguish between these dangers and dangers. The same is true between the threats. The threats related to the arms race in the outer space and the weapons situation in the outer space. Because these threats have a specific nature and features, they are linked to the international military activities in the outer space and are directly linked to the implementation of the... and military plans in the outer space, and as a result, it is also linked to the growth of military strengthening in the outer space, military strengthening that can be used against space objects. So we have to be completely clear about what we are talking about. When we were talking about setting different rules and standards for the responsible behavior in the outer space, when they called to prevent the pre-armament race in the outer space, then we had to understand the terms we used. We are talking about threats related to the activities of the outer space by countries in the outer space. And now, our experts... They have an understanding of the threats that are in the outer space. The threats do not come from space. The threats depend on gradual accumulation. They occur gradually. There are various types of threats related to the activities of the outer space when one country, for example, and start planning and building certain capabilities for the purposes of a specific military eye and they can achieve that with non-military targets as well. This planning can target both military and non-military eyes, and plans to build the military forces in the outer space. The next stage is the transition from the dangers to the dangers. When these capabilities are created, but there are still some flaws in the operation of these capabilities. Here, military experts talk about the existence of capabilities and the dangers of using these capabilities. And finally, when threats are made in the The situation in the foreign countries means that the military power, the offensive power that can be used at any time of the time, if we witness it now, is a direct threat by using this power. In our discussions, we have to reach a clear conclusion. If we were to point out the first category of dangers and dangers related to human activities in the outer space, or related to the nature of the outer space, considering it a specific and specific field for the activities of countries. or we talk about the dangers of the military activities in space. This distinction is important to understand the terms of peace and security in the first case when we talk about the dangers and dangers of space activities and space exploration. and also related to outer space considering it a special field for the and how to prevent any incidents or related accidents. It requires some procedures and tools to organize these accidents. When we talk about military threats, we must use the term military security. It is related to using offensive capabilities. The term military forces is a sign of the German forces' destruction or destruction of space bodies of other countries. This is an important point for the purpose. We should pay attention to it in our discussions. What we are talking about in our discussions. And here in this hall, as I see, we are trying to prepare and discuss recommendations related to standards and rules of the responsible behavior. directly to prevent the armed race in the outer space. Therefore, we should focus on the second category of threats. The second category is threats that show a certain development and that we are talking about military threats in the case of when we talk about security, we should talk about military security. This is important when we are publishing weapons in outer space. For the first group of dangers, let's leave it to the Committee for Peaceful Work of the Outer Space, COOPUS, to focus on this group and also other work groups, including the space I'm a very noble, a very noble person. There is also a team here to handle the responsible behavior. The team is to ensure the preservation of space resources. All these issues should be dealt with in these conferences, the conferences that were created under the Koppos wing. And here we should focus on preventing the spread of weapons in the foreign space, and preventing the pre-weaponization of the foreign space and the responsible forces, This is a dangerous task, and it should always be in the focus of our discussions. That is why I am holding on to it. As I mentioned before, any kind of space confrontation will be a burden not only for the German countries, but also for the countries that are in the space. This speed can extend from outer space to Earth and not be limited to space If we look at this situation, it is a fight that takes place on Earth will remain limited to the Earth, even if it gets support from space. These are my initial comments, and I would like to share them with you.",4
S1M429,1,4,Canada,"Shukra Sayyid al-Rais. We have heard signs in the past about the damage and the provision of compensation for the damages. As long as we talk about the compensation, we can talk about that, because that may solve the problem that has affected some of the nations. There are also notes about the importance of joining the Foreign Trade Agreement. We can look at the seventh part of this agreement and the second and third and fourth parts of the responsibility agreement related to compensation for harm and harm. These provisions indicate that the absolute state of affairs is responsible for the goals that bear responsibility for the right of harm. In the responsible agreements, there are details that are included in the obligations compared to the external budget. There are also absolute responsibilities related to the damages that are inflicted on the ground or even the issue of the tyrant. There are also the matters of the agreements that indicate, but do not explain what is called, what can be explained as a mistake. Uh... We must also determine what are the acceptable and reasonable standards for countries when they are practicing space activities. This will help you specifically when the country fails to meet the standards or when it causes a mistake. shay'a or the sawat al awwariya. And then you can go back to these agreements. If you are not a member or a member of these agreements or agreements, because this is a serious matter. And the second point is that you contact What France said about the use of space weapons, I don't want to pressure anyone. We will use them to give an example. Some capabilities, for example, are used in a variety of ways. But how can we use, for example, the weapons of Canada, Canada Arm, which has been used for years and I trust and hope that the countries will not consider it a weapon? But when it was there, some countries were afraid of that because there may be consequences for the black market and so on. But as the decades go by... the question is, how do we use the capabilities that do not reveal any threat? This is not a threat to international security and peace. This is an example of using a useful tool that can be used for other purposes. For example, the behavior of the person in charge helps us to determine what if the person in charge is a threat. If you use the way of the person in charge, that supports security and peace. If you have any questions, please feel free to ask. So, from our point of view, this is the most important thing that the team should do, to look at the behavior of the officials and others, even if we are faced with international security and peace through shared understanding. And if we think about the foreign space, I think that they are calling for the signing of such discussions and the use of the foreign space for the benefit of the countries, and what is the most important thing is to consider the obligation. This is the issue that we must discuss in this team. Thank you.",2
S1M431,1,4,Japan,"Please go ahead, Mr. President. For the security, security and threats that the Russians have affected, yes, there is indeed... There are many mistakes related to the separation of the two matters. There is also the issue of defining the dangers, or threats. This requires more discussions. But from the perspective of Japan, from the difficult point of view, the separation... between the issue of security and security, and the two issues of security and security, and to define what is the military threat in reality. Because there is an increase in the number of countries, or the number of countries that enter the space and activity and also the mixed nature of these activities right now. And then, Japan. and the United Nations has submitted a paper to the UN and it is submitted. For example, the establishment of a new UN I thank the Japanese representative for his intervention. There are two people who want to speak. We will end this discussion later. It is about 6 o'clock. Three students. Please don't worry. We have to finish our work at 6 o'clock. I'm a Tehadis Taliya, Russian Union.",2
S1M432,1,4,Russia,"This is Al-Karim Sayyidi. Thank you very much. I want to respond to the comments of our friends from France. First of all, any space or space device will be contaminated by outer space, because as a result of any operation, there is space debris. I would like to ask you about the general destruction of space objects that lead to... time to the father This is Amron, the committee of the space activities and the public sector. This is for you. We're talking the same. The question is that any body of space has a mixed nature in its use. And we are against this interpretation, or we are against this interpretation, and I will give you the reasons. First of all, This contradicts the goal of the use of peace for the outer space. The nature of the state of space technologies is naturally mixed in its use, but it can be bought in accordance with the international law to ensure that there is a special space exploration of peace goals. Some missiles can be used as weapons. This is a theoretical matter, but in terms of the process, it is different. And if we agree with the interpretation that our friends from France have given us, that any space object can be used as a weapon, then... We have to realize that there are 3,500 dangerous spaces in the outer space. And military equipment may be used at any time to target or attack targets in the outer space or on the ground. So what is suggested is a different interpretation of what is happening in the outer space. the countries in the outer space in the past two years since the beginning of the exploration of space. We are not talking here about the satellite satellites that are launched by the military institutions and the This is a dangerous idea, because it forces us to accept that we must respond or respond to the attacks of these weapons, and then we will have a new interpretation of space activities that countries are doing in accordance with the international space law.",4
S1M434,1,4,Cuba,"Thank you, Mr. President. It is time to close the meeting. We will now discuss the terms and the same issues. We have tried to identify the risks and the options in our national paper that the Secretary General presented last year. I have indicated here that our government sees any activity to destroy or strengthen the space resources must be determined or considered a threat. This is our position and this is our definition of threats. It is the basis of our approach. It is difficult to determine the purpose. and then we must be the way to focus on behavior, and this is what we are doing in this team. As we see, the path related to the legal and peaceful use of space must be followed in Vienna. We must focus here on the security and threats of space and the behavior of those in charge here. Thank you. which represent I would like to end the meeting for a long time. I have two points. First, I would like to use the mixed and the definition. I would like to point out to the panelists that any technology is limited and that it is used in a mixed manner. Another issue, and this should not be neglected, is that... In this meeting, I understood that the issue of discrimination is being discussed during negotiations, and I think that this is one of the reasons for this discussion and the memorandum. I understand that there are issues that cannot be resolved through just banning The arms race in space has been pointed out that people can use other seats. The issue raised by the UN is that it is an imaginary to deal with other space issues. Is this a sufficient or not? This is a general example. The question raised by the UN is how to prevent the spread of COVID-19. This is due to the lack of discussion on other issues related to the capabilities in outer space. How do we receive the laser capabilities in space? And how do we address this issue of diversity? The issue of weapons is a matter of capabilities. The other justification is that another angle is a matter of importance and without... The question is, if space is used to support the capabilities of other places, for example, to increase the capabilities of other weapons, where does this lead us? So, the discussion should look at these capabilities, and I accept that countries cannot provide a reliable system, and the armed forces are not well-prepared for the country's well-being. and I will now give the floor to Mr. President.",4
S1M62,1,6,Finland,"Thank you, Mr. Chair. Finland associates itself with the EU statement and presents the following remarks in its national capacity. But firstly, I would like to warmly congratulate you, Mr. Chair, for the assumption of your role. I am confident that under your able and positive leadership, this open-ended working group will be able to achieve substantive... and tangible results. You can be assured of our full support. Finland welcomes all international efforts and commitments to address security challenges and responsible behaviours relating to outer space and to reduce the risk of misunderstandings and miscalculations with respect to outer space activities. due to irresponsible behaviors. Mr. Chair, Finland is a firm believer of respect for international law and the multilateral system. Russia's unprovoked and unjustified act of aggression against Ukraine grossly violates international law and the UN Charter, and undermines international peace, security and stability. Mr. Chair, we are looking forward to addressing the space security and threats aspects under the UN disarmament instances. We also welcome the important work done in KOPOS and its adoption of the long term sustainability guidelines. We see these two work strains as mutually reinforcing. I would like to thank all the experts that are contributing to our discussions this week and providing a wide range of written contributions. It shows that the question on threats in space is not only a concern for state actors, but also to a multitude of stakeholders including academia, civil society, international organizations and the private sector. Finland firmly believes that fostering multi-stakeholder partnerships will be instrumental in strengthening security in a multi-layered domain such as outer space. We consider outer space a global commons for the benefit of all, and hold the view that all space activities should be carried out with the highest standards of due diligence, and fully respecting the security, safety and integrity of space objects and avoidance of debris. With increasing congestion in space, the risk of misunderstandings and miscalculations leading to unintended escalation is rising. At the same time, Earth-based actions and actions in the cyber domain can directly affect systems in space, impairing critical space-based services. These interactions only highlight that enhanced efforts to address space security are thus called for. In view of the complexity of space as a domain and the inherently dual use nature of space systems, we see a behaviour based approach as a pragmatic and fruitful way forward. Establishing norms, rules and principles of responsible behaviour in space as proposed would serve the purpose of preventing misunderstandings and miscalculation. and thus reducing the risk of unintended escalation. This would be a first step to mitigate threats in space, and complementary to further possible legislative work, building on the already existing rich legal framework of which the Outer Space Treaty is the cornerstone. To conclude, I would like to add that there is an urgent need for improving and strengthening information exchange transparency and confidence building in the space domain, and improve situational awareness. We believe that this week's open-ended working group meeting will also contribute to these efforts. At least, I feel that the high level of interventions and experts have given further understanding on the various concerns at hand, as well as national views. and we look forward to participating actively to the work of this working group. Thank you.",1
S1M64,1,6,Venezuela,"Thank you very much, Chairman. On behalf of the Bolivarian Republic of Venezuela and its government, we congratulate you on having taken up the chairmanship of this open-ended working group, and we commend you for all of the work that you're doing in your stewardship. In Venezuela, we believe outer space is a common asset for the whole of humanity and we must make sure there is fair and equal access without discrimination to all nations so that it can be used on the basis of international cooperation in issues such as scientific research and technology transfer. One of the platforms for international cooperation in space activities is the commission on the use of outer space for peaceful means and its scientific and technical commissions, as well as the assistance provided by the Office for Outer Space Affairs. There is permanent participation, constructed participation of all countries. So this is essential. in order to defend national interests. Our country also believes that geostationary orbit is a limited natural resource which is exposed to saturation and which therefore must be used on the basis of principle of fair and rational use by all countries, particularly bearing in mind the needs and requests of developing countries. even if a country has the right to participate in exploration and use of outer space, then this same state, this space must simply be used for peaceful means because we need to ensure the development and survival of all nations, any state, regardless of their state of development and in line with international law. must not abuse of celestial bodies, including the moon. Our country has a cooperation agreement with the People's Republic of China for the peaceful use of outer space in order to develop technologies which will assist with social development for the Venezuelan Republic. Chairman, the treaty on the governing the conduct of states in outer space, including the moon and other celestial bodies, the treaty which the outer space treaty of 1967 prohibits placing nuclear weapons or any other kind of weapon of mass destruction in outer space. And it prohibits placing them on celestial bodies. either. It also lays down the basic principles relating to the peaceful use of outer space. This means that exploration and use of outer space must occur for the benefit and in the interests of all countries and the moon and other celestial bodies cannot be appropriated in terms of sovereignty by any country. Venezuela reiterates the need for outer space which is safe, free from threat, which is stable. We must prevent this becoming an area of conflict. We reiterate the need for all states to scrupulously respect the principle of non-militarization of outer space. States must abstain from any actions or activities using outer space to place or deploy weapons of any kind. The triggering of an arms race in outer space would represent a very great threat to international peace and security. And this is something the international community must prevent by negotiating a new international agreement, which should be a binding agreement, which complies with the principles of verification amongst others. establishing outer space as the common heritage of humanity, which prevents its exploitation for Bellico's reasons. There needs to be a legally binding document in the short term. For this reason, a working group must be established within the conference on disarmament. It should be a working group on Paros, the prevention of the arms race in outer space. and this should be part of negotiations on disarmament. We believe that the draft treaty proposed by the Russian Federation and the People's Republic of Chimna on the prohibition of placing weapons in outer space and relating to the threats posed by objects in outer space should be considered by all states. Chairman, we express our concern... at the development by some states of spy satellites and the use of satellites to intercept communications. These are activities which go against the principle of the peaceful use of outer space and they violate the principle of the sovereignty of states. In this respect we would launch an appeal to all states to ensure that the use of outer space and exploration of space should be peaceful activities. and that there should be promotion of activities within the context of sustainable development. The exploitation and use of outer space must occur purely for peaceful means and for the benefit of all countries, regardless of their level of economic and social development and undermining no state. We regret that scientific and technological advance and progress achieved. in outer space could be distorted and used for national missile defence systems or other military uses. This is something which could trigger an arms race, particularly if we bear in mind that the legal framework applicable to outer space is not currently a sufficient guarantee that this space will not be militarised. So this is something that needs strengthening. in considering outer spades as an asset belonging to all of humanity as a common heritage. States should step back from placing any offensive or defensive military activity in outer space, and there should be the provision of reliable information on all activities in this area. In September 2015, our government made a statement together with the government of the Russian stating that their two countries would not be the first to place weapons in outer space and also that all efforts would be made to ensure that outer space would not become a theatre for military conflict and to ensure the safety of space activity. We echo those voices that believe that priorities should be reducing space debris. We have to ensure... that space capacity for developing countries is not limited and that this doesn't become a real burden for their space activities. Chairman, the issue of security and safety in outer space is a very complex issue. Responsible conduct in outer space, the interpretation of this can become overly simplified and... be used in a politicized fashion. We need to develop rules and norms for responsible behavior and this must be considered as a step towards a legally binding agreement. As an intermediate step, it's important to adopt measures, transparency and confidence building measures in relation to outer space activities. and this is part of peacekeeping and maintaining security pursuant to the UN Charter. And this is something which could really contribute to safety in outer space. The adoption of such measures by states is an urgent step to strengthen existing rules and norms, and this can contribute to making activities in outer space safer in the short term. It should also support international efforts to adopt a legally binding document. But there can be no replacement. to negotiating a legally binding document preventing an arms race in outer space including the prohibition of placing any weapon in space. This also includes threats and particularly relating to objects in space. You can ensure the support of our delegation in concluding our work successfully. Thank you.",4
S1M67,1,6,Netherlands,"Thank you, Mr. Chair. Thank you for giving me the floor. And let me start by thanking the panelists again for this fruitful debate we had this morning. I think it's very useful to focus our minds to what we need to discuss and what we need to think about here. I would like to make a few comments related to that presentation and in view of the topics discussed. I think we should make a distinction between the yas in bello and the yas at belem. Space just as the earth should be used for peaceful purposes. An armed attack or an act of aggression is prohibited on earth as in outer space. This however does not render a discussion on the conduct of hostilities irrelevant. The question of whether resort to weapons, yas at belem, is different from whether the and the behavior of the parties to a conflict is lawful as such. The particularities of the conduct of states in outer space, the inherently dual use of many space capabilities, and the threats emanating from irresponsible behavior, especially in this fragile space environment, only underscore the importance of looking at behavior and the intentions of states very closely. While we're here not to rewrite IHL, The discussion on the application of IHL to the behavior of states in outer space is very useful and I want to thank again the speakers for their contribution in this respect for this morning. The principles of IHL mentioned by the speakers are highly relevant for assessing the lawfulness of the conduct of states in outer space and my government would fully support this. We want to add one more word of caution. I know that lawyers are... I'm happy to do that, but I do think we should avoid getting mired in questions of definition. Defining activities is essential for assessing whether they are lawful or unlawful, but it's behavior which we should be looking at. Thank you.",2
S1M69,1,6,China,"Thank you. China has listened attentively to the in-depth statements of keynote speakers under this item. And we'd like to take this opportunity to thank them for the contributions. These statements, as well as the discussion after that, have made it further clear that that weaponization in outer space, the arms race in outer space, and the use or threat of use of force in outer space might bring about humanitarian damage. With the technological advance and socioeconomic development, mankind's reliance on outer space has reached an unprecedented level. And such tendency will continue and will further accelerate. as for the use of force in outer space. What is at stake is definitely not just the one or two pieces of space assets which might be damaged. Instead, it might cause the snowball effect and lead to humanitarian disaster. The party who provoked the war in outer space cannot be immune to it as well. This reminds us once again. of the danger of de-weaponization in outer space. The wars in outer space cannot win and cannot be fought. Should be the motto for all countries and all state holders that must be kept in mind and complied at all times. The wars in outer space cannot be fought. Also, due to the inherent vulnerability of the outer space environment. Once the conflict breaks out in outer space, the lowest orbit space will suffer from fundamental, even irreversible damage. The peaceful activities in outer space will be difficult to continue, and all efforts aiming at improving the space environment and reducing the debris will be in vain. Mr. Chairperson, China also would like to stress... that OEWG should also focus on the work conducted in perils instead of deviating from it. Relevant work must serve the prevention of weaponization in outer space. The reason why we stress this point is that during the discussions in the three days, from time to time we hear some views that the law of armed conflict, the principles of prevention, proportion and distinction should be applicable to outer space. These fields, whether or not intentionally, from an objective perspective are actually making the rules of engagement for the arms conflict in outer space, which is equivalent to an acquiescence that outer space is a battlefield or could be a territory for conflict. China cannot agree with these views and we believe many countries at present may have similar concerns. China would like to reiterate that although militarization of outer space has become a reality, yet the prevention of weaponization outer space is possible to achieve and must be achieved. Given the security situation in outer space, to start, the negotiation on international legally binding instruments on prevention of weaponization outer space allows us no delay. It will only be meaningful if we stick to the general objective of negotiating and concluding the treaty on arms control in outer space. And based on this objective, we discuss and explore the responsible behaviors in outer space. The letter cannot be used to delay or even replace the negotiation of the treaty on outer space. Thank you, Mr. Chairperson.",4
S1M611,1,6,United States,"Distinguished Chair, thank you for the opportunity to make some remarks this afternoon as we continue these important discussions. Over the course of the past several days' discussions on norms, rules, and principles of responsible behavior, there have been a number of countries that have expressed support for the U.S. commitment not to conduct destructive direct-descent anti-satellite missile tests. The United States greatly welcomes these statements of support for what we believe is an important first step. and reducing the risks to the outer space environment, while also increasing trust among states. The United States looks forward to working with others to determine how best to multilateralize this commitment. We believe this commitment is an important step because as Professor Wong discussed yesterday, no treaty prohibits the testing of this type of anti-satellite weapon, nor is this type of testing prohibited by any current arms control proposals. The draft treaty on the prohibition of the placement of weapons in outer space only purports to prohibit the threat or use of force when it comes to terrestrially based weapons. Nowhere does it prohibit the development, testing, or deployment of these ground-based weapons. I also regret that some colleagues doubt the strength of our commitment. The U.S. has considered such commitments for a number of years, and it has become clear to nearly all those who depend upon space, that the ongoing use and long-term sustainability of the space environment is critically endangered by the increasing amount of destructive testing of direct-descent anti-satellite missiles. As Dr. Steer mentioned this morning, making these types of commitments, including them in strategies and doctrines, could be an important step to limiting this threatening action. And so I would welcome further discussions to address any concerns about this. This commitment is also not about impeding the ability to conduct peaceful uses of outer space. The language was chosen precisely to avoid restrictions on the debris that is created during routine space operations, such as during launch. Those activities are covered by the widely accepted debris mitigation guidelines. Instead, we are focused on the security aspect of the action. The destruction of a satellite orbiting the Earth. caused by the launching of a missile from the ground, air or sea, which has been demonstrated to be the most pressing threat to all countries' use of space. As discussed this morning, we cannot predict the future potential for collisions with this debris. Satellites are already being forced to essentially dodge or duck the debris from the most recent what will happen months and years from now. And we agree with calls that we should not limit ourselves to this one commitment. And that is precisely why we are here. This is a first step, and we welcome substantial discussions on other norms, rules, and principles over the course of this open-ended working group. But nonetheless, we believe it is an important first step that can demonstrate progress by the international community. The United States also recalls that history has shown that commitments like this can form the basis for future arms control agreements, though it is also shown that such negotiations take time. The evolution of the provisions contained in Article 4 of the Outer Space Treaty provides an excellent example of how commitments by countries can be transformed by action in the UN and eventually incorporated into an international agreement. The path to the Outer Space Treaty began in 1960 at what was then known as the Ten Nation Disarmament Committee and also later that year at the UN General Assembly when the United States proposed an agreement on prohibiting the placing or station in outer space of weapons of mass destruction. Following several years of discussions bilaterally and in the 10 nation disarmament committee, on September 19th, 1963, Soviet foreign minister Gromyko told the general assembly that the Soviet Union wished to conclude an agreement banning the orbiting of objects carrying nuclear weapons. In order to demonstrate momentum on this issue, less than a month later, by October 17th, 1963, the general assembly unanimously adopted a resolution welcoming the Soviet and U.S. statements and calling upon all states to refrain from introducing weapons of mass destruction into outer space. This resolution, along with the declaration of legal principles governing the activities of states in the exploration and use of outer space adopted later that same year, would go on to form the basis for the main provisions of the Outer Space Treaty. though it took several years to complete negotiations on that treaty, which entered into force in October 1967. That example shows why we should recognize that diplomacy takes time and that jumping straight to negotiations of a legally binding instrument without the work to develop norms, rules or principles will all but guarantee that our efforts remain at an impasse. That is why we believe the most pragmatic way to demonstrate progress. is to identify measures we can take now to reduce the risk of damaging the outer space environment, reduce the potential for misunderstanding, misperceptions and miscalculations, and to increase trust among member states, which is critical to progress on this important issue. And it is through this OEWG's inclusive process that we can make progress on these issues, including advancing other ideas for norms of behavior. that can make progress regarding security risks and threats in space. As such, we welcome others' views, others to review our commitment not to conduct destructive direct descent anti-satellite missile tests, and to join us in taking this first step towards ensuring the safety, security, stability, and long-term sustainability of the outer space environment. Thank you.",0
S1M613,1,6,Portugal,"Thank you very much Mr. Chair for giving me the floor. I was going to return to the fruitful discussions we had this morning and my delegation would like to make a general comment on the applicability of international humanitarian law. and say that IHL establishes norms that are applicable also during peacetime, not only during wartime. There are positive obligations on states that usually relate to conduct of preventive measures, for example, the protection of emblems and the protection of cultural heritage. And in this sense, I would like to underline that there's a very important example of IHL obligation applicable during peacetime that is the obligation to disseminate IHL and to have an accurate dissemination of IHL states need to know and not only how IHL applies but also how it applies to new means or methods of warfare, and how we can have a transparent dialogue regarding possible interpretation of IHL, especially in the face of new phenomena, such space activities. And we agree that this is a subject on which this open-ended working group can really play a very crucial role. So, us here coming together and looking into this complicated questions as the ones that were raised this morning. And as I mentioned in, I think it was Monday, We have a national defence strategy for space in Portugal, 2020-2030, and we think that this is a good example of a responsible strategy, not responsible in the notion that would be understood by a jurist, but in the more... general way. We think it's a good example of responsible behaviour. So the whole view of this strategy is very much... to give support to the general space strategy. So the armed forces act here as a multiplier of the general civilian strategy. And it's very much focused on how the armed forces can provide protection for civilian and civilian infrastructure, civilian objects, with the non-military use of space. So I already mentioned this strategy on Monday. At this point there is not an English translation available but the Portuguese version is already online and I invite you all to check this strategy and to see how it is that Portugal is proposing a very active role for the armed forces, relating also to the general strategy on space. Thank you.",2
S1M615,1,6,Cuba,"Thank you, Chairman. We thank you for convening a group of eminent experts for this substantive session, which has been most fruitful as we have seen. We have some comments that we would like to share with those present. Firstly, on the basis of the scenarios set forth, It would appear that we are faced with a scenario of imminent conflict in outer space, and with that in mind we wish to reiterate the value and importance of an international commitment not to place arms in outer space. Cuba has already shoulder this commitment and we urge all other delegations to do likewise. We are greatly struck by the extrapolations of existing IHL. that we have heard today, particularly when it comes to the provisions under additional protocol one, we are convinced that the delegations here present will agree that outer space should only be used for peaceful ends in line with the... relevant international principles and we feel therefore that the most important thing is to move towards codification of this peaceful use so that we can avoid any of the scenarios that have been mentioned today coming to into effect there needs to be an approach that can do away with potential conflict. as was clearly pointed out yesterday by Professor Wang, we need to be watchful when it comes to discussing the applicability of the right to legitimate defence and IHL, which should not have any raison d'etre in the absence of conflict. We should not be, albeit indirectly, opening the door to the use of force in space. This should be reflected only in terms of legal norms, as is the case in the draft Russia-China treaty, for which we reiterate our support. The time that we're giving over to these potential conflict scenarios should be used for further work on Paris, so that we can avoid such threats coming to pass. it has become clear from our discussions that there is great concern. We need to tap into that concern and come up with meaningful, binding results. Cuba has put on the table a number of very relevant questions for discussion, and we hope that this OpenID working group can give over time for those, such as, for example, the issue of responsibility. the need for international cooperation in a more effective way, and the list goes on. We hope that due attention will be given to this and that a fruitful debate can take place on them. I thank you.",2
